"typeID","typeName","manufacture","group_level1","group_level2","group_level3","group_level4","group_level5","group_level6","group_level7"
355265,"'Avalanche' Freedom Mass Driver","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Light","Mass Drivers","Prototype",NULL
355432,"'Toxin' ICD-9 Submachine Gun","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Sidearm","Submachine Guns","Standard",NULL
355434,"HK4M Shotgun","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Light","Shotguns","Advanced",NULL
355443,"Fused Locus Grenade","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Grenades","Locus Grenades","Standard",NULL
355495,"Breach Shotgun","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Light","Shotguns","Standard",NULL
355497,"'Chimera' Shotgun","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Light","Shotguns","Standard",NULL
355498,"'Golem' Heavy Machine Gun","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Heavy","Heavy Machine Guns","Standard",NULL
355499,"'Tsunami' Mass Driver","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Light","Mass Drivers","Standard",NULL
355514,"KR-17 Breach Shotgun","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Light","Shotguns","Advanced",NULL
355515,"Allotek Breach Shotgun","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Light","Shotguns","Prototype",NULL
355582,"'Origin' Enhanced Shield Regulator","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Modules","Shield","Shield Regulators","Shield Regulators",NULL
355583,"'Shaft' Basic Shield Regulator","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Modules","Shield","Shield Regulators","Shield Regulators",NULL
355584,"'Tether' Complex Shield Regulator","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Modules","Shield","Shield Regulators","Shield Regulators",NULL
355585,"Basic Shield Regulator","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Modules","Shield","Shield Regulators","Shield Regulators",NULL
355586,"Complex Shield Regulator","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Modules","Shield","Shield Regulators","Shield Regulators",NULL
355587,"Enhanced Shield Regulator","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Modules","Shield","Shield Regulators","Shield Regulators",NULL
355594,"C-7 Flux Grenade","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Grenades","Flux Grenades","Advanced",NULL
355595,"Allotek Flux Grenade","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Grenades","Flux Grenades","Prototype",NULL
355596,"'Siren' Flux Grenade","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Grenades","Flux Grenades","Standard",NULL
355597,"'Klaxon' Allotek Flux Grenade","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Grenades","Flux Grenades","Prototype",NULL
355598,"'Banshee' C-7 Flux Grenade","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Grenades","Flux Grenades","Advanced",NULL
355599,"'Haze' Locus Grenade","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Grenades","Locus Grenades","Standard",NULL
355600,"'Husk' AV Grenade","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Grenades","Anti-Vehicle Grenades","Standard",NULL
355603,"Breach Scrambler Pistol","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Sidearm","Scrambler Pistols","Standard",NULL
355604,"TY-5 Breach Scrambler Pistol","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Sidearm","Scrambler Pistols","Advanced",NULL
355605,"Imperial Breach Scrambler Pistol","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Sidearm","Scrambler Pistols","Prototype",NULL
355616,"EX-3 Sleek AV Grenade","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Grenades","Anti-Vehicle Grenades","Advanced",NULL
355617,"Lai Dai Packed AV Grenade","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Grenades","Anti-Vehicle Grenades","Prototype",NULL
355679,"Scrambler Rifle","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Light","Scrambler Rifles","Standard",NULL
355685,"Viziam Scrambler Rifle","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Light","Scrambler Rifles","Prototype",NULL
355697,"CRW-04 Scrambler Rifle","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Light","Scrambler Rifles","Advanced",NULL
355740,"Wiyrkomi Breach Forge Gun","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Heavy","Forge Guns","Prototype",NULL
355741,"'Grimoire' 20GJ Blaster","NG","Infantry Gear","Vehicles and Gear","Vehicle Turrets","Blaster","Small","Standard",NULL
355742,"'Calisto' 20GJ Neutron Blaster","NG","Infantry Gear","Vehicles and Gear","Vehicle Turrets","Blaster","Small","Advanced",NULL
355743,"'Phantasm' 20GJ Ion Cannon","NG","Infantry Gear","Vehicles and Gear","Vehicle Turrets","Blaster","Small","Prototype",NULL
355744,"'Wraith' 80GJ Blaster","NG","Infantry Gear","Vehicles and Gear","Vehicle Turrets","Blaster","Large","Standard",NULL
355746,"'Oracle' 80GJ Neutron Blaster","NG","Infantry Gear","Vehicles and Gear","Vehicle Turrets","Blaster","Large","Advanced",NULL
355747,"'Sodom' 80GJ Ion Cannon","NG","Infantry Gear","Vehicles and Gear","Vehicle Turrets","Blaster","Large","Prototype",NULL
355748,"'Lycan' 20GJ Railgun","NG","Infantry Gear","Vehicles and Gear","Vehicle Turrets","Railgun","Small","Standard",NULL
355749,"'Spartan' 20GJ Particle Accelerator","NG","Infantry Gear","Vehicles and Gear","Vehicle Turrets","Railgun","Small","Advanced",NULL
355750,"'Martyr' 20GJ Particle Cannon","NG","Infantry Gear","Vehicles and Gear","Vehicle Turrets","Railgun","Small","Prototype",NULL
355751,"'Pariah' 80GJ Railgun","NG","Infantry Gear","Vehicles and Gear","Vehicle Turrets","Railgun","Large","Standard",NULL
355752,"'Mortis' 80GJ Particle Accelerator","NG","Infantry Gear","Vehicles and Gear","Vehicle Turrets","Railgun","Large","Advanced",NULL
355753,"'Gomorrah' 80GJ Particle Cannon","NG","Infantry Gear","Vehicles and Gear","Vehicle Turrets","Railgun","Large","Prototype",NULL
355761,"'Brimstone' ST-1 Missile Launcher","NG","Infantry Gear","Vehicles and Gear","Vehicle Turrets","Missile","Small","Standard",NULL
355762,"'Arson' AT-1 Missile Launcher","NG","Infantry Gear","Vehicles and Gear","Vehicle Turrets","Missile","Small","Advanced",NULL
355763,"'Cinder' XT-1 Missile Launcher","NG","Infantry Gear","Vehicles and Gear","Vehicle Turrets","Missile","Small","Prototype",NULL
355764,"'Harbinger' ST-201 Missile Launcher","NG","Infantry Gear","Vehicles and Gear","Vehicle Turrets","Missile","Large","Standard",NULL
355765,"'Omen' AT-201 Missile Launcher","NG","Infantry Gear","Vehicles and Gear","Vehicle Turrets","Missile","Large","Advanced",NULL
355766,"'Prodigy' XT-201 Missile Launcher","NG","Infantry Gear","Vehicles and Gear","Vehicle Turrets","Missile","Large","Prototype",NULL
355779,"Breach Mass Driver","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Light","Mass Drivers","Standard",NULL
355812,"EK-A2 Breach Mass Driver","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Light","Mass Drivers","Advanced",NULL
355813,"EC-3 Assault Mass Driver","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Light","Mass Drivers","Advanced",NULL
355814,"Core Breach Mass Driver","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Light","Mass Drivers","Prototype",NULL
355815,"Boundless Assault Mass Driver","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Light","Mass Drivers","Prototype",NULL
355821,"Assault Heavy Machine Gun","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Heavy","Heavy Machine Guns","Standard",NULL
355859,"Six Kin Burst Heavy Machine Gun","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Heavy","Heavy Machine Guns","Prototype",NULL
355860,"Freedom Assault Heavy Machine Gun","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Heavy","Heavy Machine Guns","Prototype",NULL
355861,"MLR-A Burst Heavy Machine Gun","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Heavy","Heavy Machine Guns","Advanced",NULL
355862,"MO-4 Assault Heavy Machine Gun","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Heavy","Heavy Machine Guns","Advanced",NULL
355864,"K5 Specialist Shotgun","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Light","Shotguns","Advanced",NULL
355865,"Duvolle Specialist Shotgun","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Light","Shotguns","Prototype",NULL
355928,"Basic Heat Sink","NG","Infantry Gear","Vehicles and Gear","Vehicle Modules","Turret Upgrades","Heat Sinks","Heat Sinks",NULL
355929,"Enhanced Heat Sink","NG","Infantry Gear","Vehicles and Gear","Vehicle Modules","Turret Upgrades","Heat Sinks","Heat Sinks",NULL
355930,"Complex Heat Sink","NG","Infantry Gear","Vehicles and Gear","Vehicle Modules","Turret Upgrades","Heat Sinks","Heat Sinks",NULL
355994,"Balac's GAR-21 Assault Rifle","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Light","Assault Rifles","Prototype",NULL
356042,"Krin's SIN-11 Assault Rifle","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Light","Assault Rifles","Prototype",NULL
356044,"Cala's MK-33 Submachine Gun","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Sidearm","Submachine Guns","Prototype",NULL
356046,"Gastun's BRN-50 Forge Gun","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Heavy","Forge Guns","Prototype",NULL
356048,"Thale's TAR-07 Sniper Rifle","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Light","Sniper Rifles","Prototype",NULL
356050,"Wolfman's PCP-30 Scrambler Pistol","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Sidearm","Scrambler Pistols","Prototype",NULL
356052,"Gastun's MIN-7 HMG","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Heavy","Heavy Machine Guns","Prototype",NULL
356115,"'Daemon' Shotgun","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Light","Shotguns","Standard",NULL
356116,"'Carnifax' Locus Grenade","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Grenades","Locus Grenades","Standard",NULL
356300,"Flaylock Pistol","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Sidearm","Flaylock Pistols","Standard",NULL
356426,"Nova Knives","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Sidearm","Nova Knives","Standard",NULL
356593,"Enhanced Shield Hardener","NG","Infantry Gear","Vehicles and Gear","Vehicle Modules","Shield","Shield Hardeners","Shield Hardeners",NULL
356594,"Complex Shield Hardener","NG","Infantry Gear","Vehicles and Gear","Vehicle Modules","Shield","Shield Hardeners","Shield Hardeners",NULL
356630,"ZN-28 Nova Knives","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Sidearm","Nova Knives","Advanced",NULL
356632,"Ishukone Nova Knives","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Sidearm","Nova Knives","Prototype",NULL
356831,"'Dren' Shotgun","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Light","Shotguns","Standard",NULL
356833,"'Dren' Swarm Launcher","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Light","Swarm Launchers","Standard",NULL
356835,"'Dren' Scrambler Pistol","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Sidearm","Scrambler Pistols","Standard",NULL
356837,"'Dren' Assault Rifle","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Light","Assault Rifles","Standard",NULL
356839,"'Covenant' Sniper Rifle","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Light","Sniper Rifles","Standard",NULL
356913,"'Exile' Assault Rifle","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Light","Assault Rifles","Standard",NULL
356914,"'Syndicate' Submachine Gun","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Sidearm","Submachine Guns","Standard",NULL
363069,"Thukker Contact Locus Grenade","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Grenades","Locus Grenades","Prototype",NULL
363350,"Balac's MRN-30 Submachine Gun","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Sidearm","Submachine Guns","Prototype",NULL
363351,"Balac's N-17 Sniper Rifle","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Light","Sniper Rifles","Prototype",NULL
363355,"KLA-90 Plasma Cannon","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Light","Plasma Cannons","Advanced",NULL
363356,"Allotek Plasma Cannon","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Light","Plasma Cannons","Prototype",NULL
363357,"'Charstone' Plasma Cannon","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Light","Plasma Cannons","Standard",NULL
363358,"'Ripshade' KLA-90 Plasma Cannon","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Light","Plasma Cannons","Advanced",NULL
363359,"'Deadflood' Allotek Plasma Cannon","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Light","Plasma Cannons","Prototype",NULL
363388,"Enhanced Armor Hardener","NG","Infantry Gear","Vehicles and Gear","Vehicle Modules","Armor","Armor Hardeners","Armor Hardeners",NULL
363389,"Complex Armor Hardener","NG","Infantry Gear","Vehicles and Gear","Vehicle Modules","Armor","Armor Hardeners","Armor Hardeners",NULL
363394,"'Burnstalk' Laser Rifle","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Light","Laser Rifles","Standard",NULL
363395,"'Deathchorus' ELM-7 Laser Rifle","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Light","Laser Rifles","Advanced",NULL
363396,"'Rawspark' Viziam Laser Rifle","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Light","Laser Rifles","Prototype",NULL
363398,"'Toxin' Assault Rifle","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Light","Assault Rifles","Standard",NULL
363406,"HK-2 Scrambler Pistol","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Sidearm","Scrambler Pistols","Advanced",NULL
363408,"Hacked EX-0 AV Grenade","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Grenades","Anti-Vehicle Grenades","Advanced",NULL
363491,"Combat Rifle","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Light","Combat Rifles","Standard",NULL
363551,"Magsec SMG","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Sidearm","Magsec SMGs","Standard",NULL
363570,"Assault Scrambler Rifle","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Light","Scrambler Rifles","Standard",NULL
363578,"Ion Pistol","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Sidearm","Ion Pistols","Standard",NULL
363592,"Bolt Pistol","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Sidearm","Bolt Pistols","Standard",NULL
363604,"Rail Rifle","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Light","Rail Rifles","Standard",NULL
363770,"Assault Rail Rifle","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Light","Rail Rifles","Standard",NULL
363780,"Core Flaylock Pistol","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Sidearm","Flaylock Pistols","Prototype",NULL
363781,"GN-13 Flaylock Pistol","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Sidearm","Flaylock Pistols","Advanced",NULL
363785,"'Splashbone' Flaylock Pistol","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Sidearm","Flaylock Pistols","Standard",NULL
363786,"'Rustmorgue' GN-13 Flaylock Pistol","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Sidearm","Flaylock Pistols","Advanced",NULL
363787,"'Howlcage' Core Flaylock Pistol","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Sidearm","Flaylock Pistols","Prototype",NULL
363796,"GN-20 Specialist Flaylock Pistol","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Sidearm","Flaylock Pistols","Advanced",NULL
363798,"Breach Flaylock Pistol","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Sidearm","Flaylock Pistols","Standard",NULL
363848,"'Ashborne' Scrambler Rifle","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Light","Scrambler Rifles","Standard",NULL
363849,"'Shrinesong' CRW-04 Scrambler Rifle","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Light","Scrambler Rifles","Advanced",NULL
363850,"'Bloodgrail' Viziam Scrambler Rifle","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Light","Scrambler Rifles","Prototype",NULL
363851,"CRD-9 Assault Scrambler Rifle","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Light","Scrambler Rifles","Advanced",NULL
363852,"Carthum Assault Scrambler Rifle","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Light","Scrambler Rifles","Prototype",NULL
363857,"'Sinwarden' CRD-9 Assault Scrambler Rifle","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Light","Scrambler Rifles","Advanced",NULL
363858,"'Stormvein' Carthum Assault Scrambler Rifle","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Light","Scrambler Rifles","Prototype",NULL
364200,"'Black Eagle' Shotgun","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Light","Shotguns","Standard",NULL
364201,"'Black Eagle' Assault Rifle","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Light","Assault Rifles","Standard",NULL
364331,"Staff Recruiter Assault Rifle","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Light","Assault Rifles","Standard",NULL
364332,"Staff Recruiter Sniper Rifle","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Light","Sniper Rifles","Standard",NULL
364333,"Staff Recruiter Scrambler Pistol","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Sidearm","Scrambler Pistols","Standard",NULL
364334,"Staff Recruiter Laser Rifle","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Light","Laser Rifles","Standard",NULL
364559,"'Templar' Scrambler Pistol","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Sidearm","Scrambler Pistols","Standard",NULL
364561,"'Templar' Scrambler Rifle","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Light","Scrambler Rifles","Standard",NULL
364563,"'Templar' Laser Rifle","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Light","Laser Rifles","Standard",NULL
364786,"'Scorchtalon' Nova Knives","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Sidearm","Nova Knives","Standard",NULL
364787,"'Blackprey' ZN-28 Nova Knives","NG","Infantry Gear","Dropsuits and Gear","Dropsuit Weapons","Sidearm","Nova Knives","Advanced",NULL
